tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
8.3,4.5,12.2,0.0,,324.0,8.7,25.9,1031.3,
8.0,4.7,12.1,0.0,,336.0,12.1,29.6,1032.1,
7.7,2.7,12.2,0.0,,296.0,7.6,22.2,1034.6,
8.9,5.0,12.5,0.0,,318.0,6.8,18.5,1035.4,
9.2,4.5,14.0,0.0,,253.0,4.8,14.8,1035.7,
10.2,4.9,16.0,0.0,,177.0,6.2,20.4,1029.3,
11.2,5.6,17.0,0.0,,190.0,5.2,18.5,1021.7,
9.4,,,0.0,,,,,,
7.8,3.4,12.9,0.0,,66.0,13.2,27.8,1020.9,
5.9,4.0,8.0,0.0,,269.0,9.2,27.8,1005.4,
4.5,1.4,8.2,4.3,,275.0,6.9,20.4,999.1,
5.0,1.8,7.7,0.5,,143.0,15.6,38.9,994.5,
8.2,5.3,11.3,1.8,,112.0,16.9,33.3,1001.3,
8.0,5.3,10.9,0.0,,57.0,15.7,29.6,1005.3,
9.3,6.3,12.8,0.0,,29.0,9.6,22.2,1007.9,
10.0,7.2,13.2,0.3,,328.0,5.8,14.8,1010.9,
8.9,7.0,11.0,2.8,,37.0,14.5,31.5,1013.7,
7.2,4.5,10.5,1.8,,44.0,19.9,37.0,1019.7,
5.8,1.4,10.2,0.0,,48.0,13.0,25.9,1025.9,
5.8,2.1,9.2,0.0,,49.0,11.5,24.1,1027.2,
5.5,1.7,8.8,0.0,,58.0,13.1,27.8,1027.8,
5.3,0.9,9.4,0.0,,72.0,14.1,31.5,1025.8,
8.0,3.1,12.7,0.0,,90.0,17.6,38.9,1020.3,
10.4,7.1,14.4,0.0,,38.0,8.9,22.2,1015.3,
11.4,6.0,17.2,0.0,,43.0,7.3,20.4,1019.9,
13.6,8.6,19.2,0.0,,68.0,15.5,35.2,1022.8,
14.8,9.0,21.5,0.0,,49.0,12.4,27.8,1028.3,
14.7,8.1,22.0,0.0,,39.0,9.9,24.1,1030.0,
14.8,7.9,21.9,0.0,,67.0,7.9,22.2,1020.9,
15.4,8.5,22.4,0.0,,84.0,9.9,25.9,1006.6,
15.6,11.0,21.4,0.0,,66.0,11.5,27.8,997.7,
12.6,9.5,15.9,0.0,,137.0,11.7,31.5,994.1,
10.9,8.8,13.8,0.5,,161.0,15.0,35.2,998.8,
10.3,6.9,13.9,0.0,,200.0,16.2,38.9,1008.9,
8.5,6.3,10.3,0.5,,253.0,31.2,64.8,1009.3,
9.1,6.2,12.2,0.3,,319.0,20.1,42.6,1019.0,
9.1,4.7,13.3,0.0,,62.0,8.3,20.4,1025.7,
10.2,5.3,15.6,0.0,,100.0,7.2,18.5,1024.5,
11.1,6.6,15.8,0.0,,238.0,6.8,20.4,1018.3,
10.7,8.2,14.0,0.0,,306.0,13.1,33.3,1014.0,
8.8,6.2,12.5,1.5,,347.0,9.3,25.9,1014.4,
6.4,3.7,9.3,1.8,,358.0,20.6,46.3,1018.6,
6.5,2.3,9.8,0.3,,327.0,13.0,27.8,1025.5,
7.5,3.9,10.5,0.0,,272.0,10.7,27.8,1021.9,
9.4,5.3,13.1,0.0,,189.0,9.2,25.9,1014.9,
10.0,8.1,12.1,4.3,,173.0,15.4,37.0,995.8,
10.0,7.5,12.8,13.7,,297.0,8.8,27.8,997.4,
9.7,6.3,13.5,9.1,,238.0,7.6,22.2,1008.8,
9.3,6.2,12.3,0.0,,18.0,9.3,25.9,1018.9,
9.7,4.7,14.7,2.0,,43.0,7.9,22.2,1035.4,
9.7,4.5,14.9,0.3,,82.0,9.6,25.9,1039.7,
10.8,5.3,16.1,0.0,,73.0,12.2,29.6,1034.7,
11.7,6.1,17.6,0.0,,78.0,10.9,25.9,1027.2,
11.1,6.5,16.0,0.0,,64.0,14.1,35.2,1019.9,
10.3,7.4,13.1,0.0,,36.0,14.8,29.6,1009.6,
12.1,8.7,15.8,0.0,,16.0,6.9,18.5,1006.8,
12.6,8.7,15.7,0.0,,24.0,7.7,20.4,1009.4,
13.8,9.8,17.8,0.0,,340.0,10.5,25.9,1012.3,
13.6,8.7,18.6,0.0,,329.0,12.7,29.6,1017.8,
13.0,7.5,17.9,0.0,,271.0,9.6,25.9,1019.4,
14.2,8.8,19.2,0.0,,246.0,9.7,27.8,1016.8,
15.1,9.9,20.0,0.0,,312.0,11.7,25.9,1017.2,
15.5,10.9,20.2,0.0,,301.0,12.0,29.6,1018.1,
15.3,11.9,18.3,0.0,,256.0,16.4,38.9,1013.5,
13.1,8.9,17.0,0.0,,269.0,15.0,37.0,1010.5,
11.6,7.9,15.0,0.3,,323.0,13.4,31.5,1012.0,
11.9,8.0,15.4,0.0,,193.0,12.0,35.2,1018.3,
16.1,12.6,20.4,2.8,,248.0,18.4,37.0,1020.1,
15.6,11.5,19.5,0.0,,235.0,14.5,31.5,1023.1,
17.5,10.8,23.9,0.0,,197.0,10.1,25.9,1019.6,
18.6,13.9,23.9,0.0,,202.0,15.8,38.9,1010.3,
14.3,9.6,18.3,0.0,,236.0,15.1,35.2,1012.3,
13.9,9.4,17.1,0.0,,152.0,11.4,31.5,1006.7,
13.5,10.0,16.9,1.5,,220.0,12.7,29.6,1005.8,
13.0,8.7,17.0,0.0,,215.0,13.6,33.3,1010.1,
13.0,10.3,15.4,0.0,,94.0,15.5,37.0,1003.5,
12.7,10.1,15.7,8.4,,249.0,24.3,55.5,1009.9,
12.8,7.3,17.3,0.5,,220.0,9.9,22.2,1020.3,
10.8,10.0,11.8,1.0,,1.0,14.0,33.3,1014.8,
12.3,10.0,15.3,34.0,,41.0,12.1,33.3,1011.1,
12.0,9.8,14.3,0.0,,45.0,9.7,24.1,1009.8,
11.8,10.5,12.9,14.5,,204.0,17.0,38.9,1005.6,
13.8,11.2,16.9,7.6,,195.0,16.1,37.0,1010.2,
13.7,10.7,16.8,0.0,,194.0,13.5,35.2,1012.8,
13.7,9.6,17.3,0.8,,205.0,16.8,42.6,1016.4,
15.3,11.8,19.0,1.3,,206.0,14.5,33.3,1017.6,
14.7,10.1,18.4,0.0,,152.0,6.9,18.5,1014.0,
15.3,12.9,18.1,2.3,,332.0,10.7,24.1,1007.9,
14.4,10.6,17.4,7.4,,265.0,15.2,35.2,1012.4,
13.8,8.3,18.1,0.0,,259.0,11.0,27.8,1019.1,
15.5,10.3,20.0,0.0,,120.0,10.6,29.6,1021.4,
17.5,11.1,22.7,0.0,,79.0,14.0,31.5,1017.0,
20.7,17.5,24.0,0.0,,146.0,10.4,22.2,1015.2,
19.3,16.8,23.1,2.8,,0.0,11.4,25.9,1018.0,
17.3,14.0,20.4,0.0,,37.0,18.4,37.0,1026.5,
16.4,12.1,21.1,0.0,,58.0,20.9,38.9,1028.6,
17.4,11.9,23.1,0.0,,80.0,17.7,33.3,1024.5,
22.5,14.0,31.1,0.0,,122.0,13.0,31.5,1015.8,
19.3,15.2,23.1,0.0,,273.0,19.5,38.9,1015.3,
16.5,12.0,20.9,0.0,,285.0,17.0,35.2,1019.6,
14.9,9.9,19.6,0.0,,350.0,11.7,25.9,1024.6,
15.7,11.1,20.2,0.0,,42.0,9.6,24.1,1026.4,
17.2,10.2,23.8,0.0,,10.0,7.2,22.2,1025.1,
19.1,13.4,24.9,0.0,,294.0,9.8,24.1,1018.9,
17.9,13.5,21.9,0.0,,323.0,11.1,24.1,1013.5,
15.4,13.0,17.2,1.5,,82.0,10.4,22.2,1016.4,
15.4,11.0,19.6,5.1,,115.0,8.2,24.1,1020.9,
16.8,13.4,20.2,0.0,,190.0,9.5,20.4,1021.1,
18.7,14.7,23.1,0.0,,230.0,11.5,27.8,1018.1,
18.8,14.1,23.5,0.0,,261.0,11.8,29.6,1012.6,
18.5,14.7,22.8,0.0,,306.0,15.8,38.9,1014.3,
17.5,12.9,22.2,0.0,,349.0,13.1,25.9,1020.9,
16.2,13.3,20.2,0.0,,32.0,12.0,29.6,1023.0,
15.1,11.1,19.8,0.5,,25.0,9.6,22.2,1022.5,
17.5,11.2,23.6,0.0,,229.0,7.9,22.2,1019.2,
18.9,13.3,24.0,0.0,,216.0,10.3,25.9,1014.3,
17.9,14.5,22.5,0.5,,250.0,14.1,33.3,1010.1,
16.1,11.7,19.1,2.3,,219.0,14.5,35.2,1011.1,
18.6,15.6,22.1,17.5,,231.0,19.4,44.5,1008.2,
17.1,11.9,21.5,0.0,,241.0,14.4,31.5,1019.5,
20.4,15.2,26.4,0.0,,225.0,17.1,37.0,1021.3,
23.1,15.6,30.7,0.0,,140.0,11.7,33.3,1018.0,
24.6,20.1,30.2,0.8,,197.0,13.4,31.5,1012.2,
26.4,18.9,34.8,0.0,,121.0,13.0,37.0,1010.8,
22.5,19.0,26.4,3.6,,279.0,12.8,27.8,1010.1,
17.1,15.3,18.4,13.0,,308.0,14.0,29.6,1006.8,
16.4,13.9,19.1,2.0,,288.0,18.5,40.8,1005.8,
18.0,11.8,23.7,0.0,,199.0,12.6,29.6,1008.7,
17.6,16.1,19.3,0.0,,161.0,21.2,50.0,1005.4,
17.8,15.3,21.0,3.8,,249.0,21.8,44.5,1011.4,
17.8,13.0,22.9,0.0,,302.0,11.9,24.1,1016.8,
18.1,14.2,22.6,0.0,,4.0,12.2,25.9,1019.1,
18.1,14.0,22.6,0.0,,111.0,7.5,20.4,1019.0,
19.0,15.0,22.9,0.0,,150.0,11.1,27.8,1013.7,
18.1,14.9,22.3,0.0,,230.0,15.7,37.0,1009.8,
17.3,13.3,20.9,0.5,,224.0,17.5,38.9,1008.1,
17.4,13.7,21.6,0.0,,239.0,18.3,40.8,1006.1,
17.4,12.1,22.4,1.3,,214.0,11.5,24.1,1009.5,
19.8,17.4,22.7,3.0,,180.0,20.8,48.2,1001.3,
18.1,15.3,20.5,2.0,,226.0,34.8,72.2,1003.3,
16.6,13.6,20.2,1.5,,232.0,21.5,44.5,1011.0,
14.3,11.2,17.4,0.0,,279.0,10.0,25.9,1014.2,
13.4,8.6,18.1,1.5,,271.0,13.1,31.5,1018.1,
14.4,10.5,16.6,0.0,,203.0,14.5,35.2,1012.9,
17.0,13.5,20.8,11.7,,270.0,20.6,46.3,1011.4,
14.8,11.3,17.3,0.0,,212.0,18.0,42.6,1011.8,
17.6,14.6,20.4,5.6,,236.0,19.8,40.8,1004.4,
16.1,13.2,19.7,0.0,,237.0,16.4,40.8,1005.1,
15.0,11.5,18.5,5.1,,243.0,17.7,38.9,1013.3,
14.3,9.5,19.2,1.3,,262.0,13.4,31.5,1022.1,
15.4,10.3,20.4,0.0,,220.0,11.1,27.8,1026.5,
16.6,10.8,22.3,0.0,,228.0,13.5,33.3,1024.5,
18.6,13.4,24.5,0.0,,197.0,9.3,25.9,1024.2,
20.2,13.2,27.7,0.0,,119.0,10.2,27.8,1019.4,
22.6,15.9,30.4,0.0,,124.0,9.8,27.8,1017.8,
23.0,16.4,30.6,0.0,,150.0,8.8,24.1,1017.8,
23.1,16.9,30.6,0.0,,131.0,8.6,25.9,1014.4,
18.8,15.9,22.7,0.3,,247.0,12.8,33.3,1013.5,
16.7,11.4,21.8,0.3,,255.0,14.7,35.2,1018.9,
17.0,12.3,22.5,0.0,,219.0,15.6,35.2,1020.5,
16.4,12.9,20.8,0.0,,228.0,13.9,37.0,1012.6,
13.8,9.4,18.4,0.0,,290.0,12.6,31.5,1017.1,
13.9,7.5,19.3,0.0,,255.0,13.1,33.3,1023.3,
16.1,11.8,20.7,0.0,,250.0,16.0,35.2,1022.5,
16.1,12.1,19.1,7.1,,257.0,20.5,44.5,1015.5,
12.8,9.3,17.0,0.0,,310.0,16.3,33.3,1023.9,
12.6,8.1,16.3,0.0,,253.0,16.1,44.5,1022.1,
12.3,9.0,16.5,0.0,,336.0,14.2,33.3,1022.7,
11.3,6.8,16.6,0.0,,337.0,10.6,25.9,1023.5,
11.6,9.8,13.5,0.0,,167.0,9.3,24.1,1013.8,
13.4,8.7,18.2,0.0,,307.0,8.3,24.1,1018.0,
15.5,11.8,19.4,0.0,,240.0,18.1,40.8,1019.6,
17.1,12.6,21.8,0.0,,246.0,16.1,38.9,1026.4,
15.6,12.3,19.4,0.0,,1.0,11.8,24.1,1033.3,
14.8,8.6,21.3,0.0,,115.0,6.5,18.5,1032.5,
16.2,9.8,23.0,0.0,,275.0,9.8,25.9,1024.7,
16.0,13.6,18.1,0.0,,317.0,9.0,20.4,1021.8,
13.3,9.8,17.5,0.8,,355.0,11.1,27.8,1025.0,
12.0,6.7,17.6,0.0,,33.0,7.9,22.2,1029.6,
14.0,8.7,20.4,0.0,,47.0,5.9,20.4,1030.9,
14.5,10.2,19.4,0.0,,93.0,12.5,35.2,1026.0,
17.0,11.8,23.1,0.0,,109.0,15.1,35.2,1013.2,
17.4,14.2,19.8,0.0,,160.0,11.2,25.9,1004.8,
15.2,12.7,18.1,1.8,,203.0,15.5,33.3,1009.8,
16.0,14.5,17.5,8.4,,200.0,17.1,35.2,1002.0,
15.7,14.2,18.3,23.1,,227.0,16.4,33.3,999.9,
16.1,13.8,18.3,1.8,,224.0,19.5,42.6,1003.0,
14.1,12.1,16.1,2.5,,224.0,20.6,42.6,1003.8,
14.4,11.5,17.7,1.3,,233.0,22.5,48.2,1008.1,
15.4,12.0,17.7,4.6,,234.0,25.6,48.2,997.3,
13.1,9.5,15.7,4.3,,229.0,13.1,29.6,1009.0,
14.5,10.7,16.5,7.1,,252.0,15.1,33.3,999.6,
8.9,5.9,12.4,9.4,,328.0,14.8,33.3,1016.6,
8.7,4.4,12.2,0.0,,191.0,9.8,29.6,1017.1,
12.2,10.1,14.2,1.8,,257.0,15.2,33.3,1004.8,
11.7,9.7,14.1,0.5,,75.0,9.2,22.2,1013.7,
12.8,10.8,14.5,15.7,,271.0,18.4,46.3,1010.6,
11.6,9.1,13.5,1.3,,240.0,12.0,31.5,1014.9,
12.4,10.2,15.1,1.8,,243.0,18.0,42.6,1007.0,
11.1,8.9,13.8,3.3,,245.0,18.0,40.8,1005.1,
11.7,8.1,14.9,0.3,,241.0,20.8,44.5,1010.4,
14.7,12.9,16.0,3.0,,225.0,25.1,50.0,1006.5,
11.0,10.1,12.1,7.1,,203.0,7.6,22.2,1007.4,
12.7,10.0,15.5,12.7,,183.0,13.6,42.6,1004.3,
11.6,9.7,13.9,2.0,,124.0,12.2,33.3,1006.3,
12.1,10.4,14.8,5.6,,217.0,11.8,27.8,1003.6,
12.1,8.3,14.6,0.3,,214.0,12.8,29.6,1003.3,
9.9,6.8,12.8,0.5,,197.0,10.8,27.8,1005.9,
11.1,9.7,13.0,10.2,,208.0,19.4,44.5,1000.0,
10.6,7.2,13.3,2.3,,225.0,14.4,35.2,1000.8,
8.1,5.6,10.8,0.5,,338.0,11.4,29.6,1009.8,
9.3,7.9,11.0,0.3,,346.0,16.8,35.2,1017.9,
8.1,4.9,12.3,0.5,,252.0,6.5,16.7,1023.4,
9.4,5.9,12.9,0.0,,84.0,7.6,20.4,1014.1,
10.7,8.6,12.0,0.3,,269.0,7.7,22.2,1005.2,
11.7,8.2,15.3,5.6,,206.0,20.1,55.5,1011.7,
13.8,7.8,15.9,0.5,,233.0,27.1,57.4,1008.2,
6.4,3.8,10.3,4.3,,300.0,9.6,24.1,1022.7,
5.8,2.6,9.2,0.0,,20.0,9.3,22.2,1025.0,
7.2,5.0,10.0,0.0,,51.0,13.1,27.8,1025.4,
7.7,6.5,10.2,0.0,,78.0,14.6,31.5,1024.2,
8.2,6.8,9.9,0.0,,98.0,13.7,27.8,1018.7,
12.2,8.4,14.2,2.3,,180.0,14.4,31.5,999.5,
11.1,9.7,13.7,2.3,,220.0,27.8,57.4,980.9,
8.8,7.2,11.1,4.3,,226.0,10.7,31.5,981.4,
8.6,7.2,10.8,1.8,,171.0,8.4,20.4,984.0,
8.2,7.1,9.9,0.3,,353.0,15.4,31.5,996.6,
5.9,3.5,8.0,1.3,,352.0,10.1,29.6,1003.3,
6.5,4.0,8.2,9.1,,215.0,12.4,33.3,992.8,
4.3,2.6,7.1,0.0,,342.0,11.3,25.9,1006.3,
3.8,0.3,6.1,0.3,,145.0,10.3,25.9,1006.4,
6.5,5.0,9.0,12.2,,67.0,11.0,25.9,1010.8,
5.9,3.6,7.4,2.5,,248.0,19.1,46.3,1002.1,
4.5,2.9,6.0,0.0,,261.0,20.2,40.8,998.7,
5.0,3.1,7.1,1.8,,235.0,11.8,27.8,998.3,
4.5,2.5,5.9,17.3,,62.0,8.3,29.6,995.5,
4.8,3.1,6.4,0.0,,2.0,18.6,40.8,1003.0,
4.8,3.3,6.5,1.8,,73.0,7.6,27.8,1006.1,
4.3,2.6,6.6,0.0,,17.0,6.2,20.4,1011.4,
4.5,1.0,6.9,0.0,,330.0,14.8,35.2,1015.5,
2.3,-1.0,4.8,0.0,,173.0,6.8,18.5,1016.8,
4.3,3.6,6.1,0.0,,126.0,14.2,31.5,1012.6,
4.7,3.5,6.3,0.0,,108.0,15.4,29.6,1003.8,
7.0,5.9,8.1,4.1,,132.0,15.8,31.5,996.0,
8.3,7.6,9.5,1.3,,85.0,14.7,33.3,994.2,
8.3,6.6,10.4,3.3,,162.0,8.2,20.4,1003.3,
9.3,7.9,10.1,0.3,,153.0,13.4,27.8,1002.3,
10.3,9.2,12.0,1.8,,181.0,14.4,35.2,995.7,
8.9,8.1,10.0,4.8,,218.0,11.1,29.6,983.9,
7.4,5.7,8.7,3.6,,302.0,16.4,33.3,995.2,
3.5,0.3,6.1,2.0,,1.0,8.8,20.4,1015.3,
2.6,-0.1,5.6,0.0,,78.0,10.2,24.1,1021.5,
3.3,0.9,5.5,0.3,,20.0,15.0,33.3,1023.6,
1.4,-1.1,4.7,0.0,,307.0,9.4,24.1,1030.8,
3.9,1.5,7.1,0.3,,224.0,7.3,18.5,1027.8,
3.4,1.8,5.6,0.0,,191.0,5.9,16.7,1021.3,
4.4,1.0,8.5,0.0,,229.0,15.2,40.8,1018.7,
9.6,7.5,11.2,1.5,,245.0,25.2,46.3,1006.0,
7.6,5.7,9.4,2.8,,241.0,16.6,37.0,1012.0,
8.7,6.4,11.0,2.0,,241.0,31.1,59.3,999.5,
5.3,1.1,7.6,0.0,,290.0,22.2,53.7,1008.1,
6.1,1.4,9.7,0.0,,207.0,23.8,61.1,1014.1,
4.3,1.7,6.6,3.6,,234.0,12.8,29.6,1005.1,
4.3,0.7,7.2,0.0,,201.0,15.9,38.9,989.5,
5.9,4.9,7.3,11.2,,266.0,24.2,50.0,979.0,
5.1,3.8,6.4,2.0,,247.0,24.5,55.5,989.4,
5.6,3.8,7.4,10.9,,224.0,22.6,46.3,994.7,
6.6,5.8,7.6,8.4,,173.0,10.2,35.2,999.7,
5.3,4.0,6.3,3.0,,316.0,8.6,20.4,1000.3,
5.9,2.9,9.0,2.8,,168.0,14.9,37.0,1007.6,
9.9,9.1,11.1,8.9,,167.0,19.6,37.0,997.2,
7.8,5.8,9.1,10.9,,211.0,13.3,35.2,981.6,
7.5,6.2,9.1,8.4,,173.0,15.7,35.2,979.9,
7.1,5.1,8.2,8.6,,257.0,17.0,35.2,984.3,
6.6,5.5,8.9,0.3,,247.0,18.0,38.9,1006.4,
8.0,6.3,10.2,1.3,,245.0,20.2,48.2,1008.2,
4.4,2.8,6.8,0.3,,267.0,10.9,29.6,1023.0,
5.7,3.0,8.1,0.3,,171.0,15.3,35.2,1017.3,
6.3,5.0,8.1,2.5,,340.0,9.3,29.6,1028.3,
7.0,5.5,8.5,0.0,,170.0,9.1,20.4,1036.3,
5.8,4.3,8.2,0.0,,184.0,11.2,24.1,1033.7,
6.2,4.1,9.9,0.0,,223.0,11.7,25.9,1029.4,
6.2,4.1,8.5,0.0,,71.0,11.0,25.9,1031.4,
4.9,3.8,6.1,0.0,,160.0,6.6,20.4,1029.1,
7.4,4.8,9.4,0.0,,195.0,16.1,37.0,1020.3,
7.1,3.4,9.5,1.5,,275.0,17.3,35.2,1020.9,
4.6,2.9,7.7,0.5,,258.0,12.8,29.6,1033.9,
5.6,3.5,8.3,0.0,,220.0,11.1,25.9,1033.4,
6.3,5.0,8.0,0.0,,210.0,16.3,37.0,1021.8,
7.9,4.1,11.9,0.8,,216.0,18.1,42.6,1021.3,
10.2,8.5,11.7,0.3,,228.0,13.0,38.9,1020.6,
9.7,5.9,11.2,1.0,,223.0,19.1,42.6,1007.5,
5.2,3.8,6.9,4.3,,285.0,12.9,29.6,1022.6,
8.1,5.0,9.6,0.0,,210.0,23.9,48.2,1023.9,
8.5,5.4,10.1,0.5,,234.0,22.9,50.0,1018.1,
7.2,5.3,9.1,0.3,,196.0,21.9,51.8,1008.3,
9.3,6.5,12.1,6.1,,208.0,27.2,66.7,996.3,
8.0,5.5,11.2,9.9,,229.0,17.5,59.3,1006.5,
8.2,5.9,10.3,3.0,,176.0,20.0,48.2,1014.7,
6.8,2.6,9.1,4.6,,230.0,16.4,40.8,1012.6,
2.7,0.9,5.8,1.0,,290.0,11.5,25.9,1027.6,
1.5,-0.6,5.5,0.0,,330.0,8.7,24.1,1043.7,
1.6,-1.6,6.4,0.3,,267.0,6.2,16.7,1047.3,
1.9,-1.0,5.8,0.0,,276.0,6.5,14.8,1042.2,
5.0,2.4,7.9,0.0,,356.0,6.5,16.7,1037.7,
5.9,4.9,7.5,0.3,,30.0,5.5,14.8,1031.8,
5.5,4.7,6.7,0.0,,285.0,5.5,14.8,1023.5,
5.4,3.4,7.6,0.0,,176.0,9.1,22.2,1018.7,
7.3,6.4,8.3,0.3,,192.0,15.6,37.0,1009.7,
6.3,4.9,7.5,2.8,,211.0,13.6,27.8,1000.3,
4.0,2.2,6.4,8.9,,259.0,23.2,44.5,995.4,
5.1,2.4,8.5,0.0,,251.0,20.3,40.8,1008.2,
8.5,6.0,11.3,0.0,,215.0,17.7,37.0,1004.4,
10.2,9.6,10.8,0.3,,232.0,23.3,46.3,1006.0,
9.2,6.5,11.0,1.5,,246.0,25.8,59.3,1004.1,
9.4,6.3,11.9,7.9,,233.0,21.6,51.8,1007.6,
8.0,4.2,10.2,0.5,,265.0,21.9,42.6,1012.9,
5.4,3.4,8.4,0.3,,298.0,24.8,51.8,1021.5,
4.1,1.2,7.8,0.0,,264.0,7.0,20.4,1036.5,
3.5,0.8,7.7,0.0,,173.0,5.8,18.5,1031.8,
4.7,0.9,8.0,0.0,,140.0,13.8,31.5,1019.5,
8.0,6.8,9.3,1.5,,212.0,17.0,46.3,1014.5,
9.9,7.6,12.0,0.0,,224.0,45.9,88.9,994.2,
6.0,3.8,7.9,12.7,,259.0,38.6,70.4,997.3,
4.1,2.7,6.8,3.6,,263.0,35.3,70.4,1007.0,
4.2,1.8,7.5,0.0,,244.0,21.5,44.5,1013.6,
6.8,5.3,9.1,10.4,,239.0,21.9,44.5,998.5,
6.6,2.1,10.0,1.5,,220.0,16.5,40.8,1016.6,
10.8,9.6,12.1,3.3,,205.0,33.3,74.1,1006.4,
9.6,5.3,12.7,8.1,,229.0,34.7,79.6,996.2,
6.3,4.5,9.1,12.7,,242.0,27.9,50.0,1009.4,
5.8,3.6,8.8,0.3,,249.0,26.4,55.5,1017.9,
5.3,2.2,8.1,2.3,,246.0,19.8,37.0,1018.5,
6.9,2.9,9.5,1.3,,239.0,25.8,55.5,1011.7,
6.8,3.0,9.8,4.8,,238.0,26.5,53.7,1021.9,
9.7,8.2,11.9,0.0,,247.0,33.6,64.8,1017.8,
9.5,6.1,12.5,0.5,,255.0,25.5,61.1,1017.4,
8.3,5.4,10.7,3.3,,220.0,23.9,59.3,1010.5,
4.8,2.5,7.3,2.3,,262.0,22.3,44.5,1000.4,
3.5,1.3,6.6,1.0,,281.0,22.1,46.3,1003.1,
3.2,1.1,5.9,3.8,,292.0,15.7,48.2,1003.4,
5.3,0.7,10.2,5.1,,199.0,19.6,48.2,1005.7,
7.3,4.4,10.2,5.6,,229.0,31.7,57.4,986.8,
5.6,3.7,8.5,7.1,,232.0,24.7,48.2,989.1,
4.8,2.0,8.0,5.1,,280.0,14.0,33.3,990.2,
4.2,1.2,7.9,0.3,,256.0,15.3,35.2,1002.3,
4.2,1.0,7.2,0.8,,180.0,10.1,22.2,1007.7,
4.6,3.9,5.4,5.6,,24.0,21.5,42.6,995.1,
4.3,1.5,8.0,10.2,,309.0,13.4,33.3,1004.5,
6.4,1.1,10.8,0.0,,231.0,16.9,42.6,1014.9,
8.9,5.7,11.3,0.5,,233.0,24.9,50.0,1006.0,
7.0,4.0,9.9,2.3,,248.0,21.4,40.8,1010.5,
11.7,9.5,14.5,7.6,,251.0,29.8,61.1,1004.8,
10.1,7.6,12.8,0.0,,241.0,21.8,46.3,1009.1,
6.6,3.5,9.2,1.8,,252.0,30.9,61.1,1009.7,
6.4,3.9,9.5,1.5,,253.0,18.8,42.6,1017.1,
8.4,5.4,11.9,2.8,,192.0,15.1,35.2,1013.5,
8.4,5.4,10.4,0.8,,225.0,19.6,44.5,1008.4,
6.2,2.2,10.8,2.3,,280.0,10.3,24.1,1020.8,
8.3,4.2,12.2,0.0,,223.0,18.1,37.0,1026.7,
10.3,8.2,12.8,0.0,,235.0,17.2,35.2,1024.6,
6.5,4.9,7.9,0.8,,38.0,13.4,29.6,1025.8,
5.3,3.6,7.7,0.8,,45.0,20.6,40.8,1028.3,
5.3,2.2,8.8,0.0,,71.0,21.0,44.5,1026.7,
4.8,1.2,8.6,0.0,,74.0,18.8,38.9,1027.1,
5.2,1.1,10.0,0.0,,111.0,14.9,33.3,1027.3,
6.4,1.6,12.3,0.0,,143.0,12.9,27.8,1025.9,
6.1,1.4,12.0,0.0,,109.0,10.8,25.9,1024.9,
5.3,0.4,11.1,0.0,,47.0,14.1,31.5,1023.8,
5.9,1.2,11.5,0.0,,29.0,18.8,38.9,1024.1,
5.8,3.0,9.8,0.0,,28.0,26.8,51.8,1028.6,
4.9,,8.1,0.0,,,,,,
3.4,0.2,6.7,0.0,,8.0,16.9,37.0,1034.7,
5.1,1.9,8.5,0.0,,42.0,15.9,31.5,1031.5,
4.3,-0.5,8.4,0.0,,340.0,7.6,22.2,1024.3,
6.9,2.8,10.9,0.0,,280.0,12.4,31.5,1016.2,
7.3,4.2,10.5,0.0,,268.0,9.0,24.1,1017.4,
8.4,3.7,13.7,0.0,,169.0,11.6,27.8,1020.1,
12.3,6.5,19.0,0.0,,143.0,16.9,37.0,1014.6,
12.6,8.6,16.1,0.5,,228.0,12.7,31.5,1016.7,
11.1,5.1,17.3,0.3,,83.0,8.6,24.1,1028.8,
13.6,8.4,20.2,0.0,,72.0,8.8,20.4,1024.9,
14.0,8.8,20.7,0.0,,77.0,11.4,29.6,1024.8,
14.0,8.9,20.7,0.0,,98.0,13.0,29.6,1024.7,
15.6,9.4,22.9,0.0,,146.0,8.3,20.4,1022.3,
15.5,9.7,21.8,0.0,,213.0,9.0,27.8,1015.2,
8.2,3.5,11.2,0.0,,43.0,24.1,44.5,1024.7,
6.1,2.2,11.0,0.0,,64.0,10.3,24.1,1028.6,
8.9,3.3,15.3,0.0,,104.0,9.3,25.9,1023.4,
11.8,5.3,19.2,0.0,,87.0,10.0,22.2,1016.4,
10.1,7.3,14.4,0.0,,66.0,17.7,35.2,1016.6,
9.3,6.5,13.6,16.0,,42.0,14.1,29.6,1017.1,
10.3,5.9,15.9,1.0,,38.0,15.8,35.2,1019.9,
10.5,6.2,15.5,0.0,,52.0,22.2,46.3,1017.6,
11.6,7.5,16.4,0.0,,57.0,22.2,42.6,1016.9,
12.9,7.6,19.4,0.0,,52.0,18.0,35.2,1019.5,
13.9,7.4,22.0,0.0,,60.0,12.3,25.9,1019.7,
13.3,7.6,20.4,0.0,,57.0,8.9,22.2,1016.3,
11.0,6.9,16.2,0.0,,96.0,10.3,22.2,1015.2,
11.7,5.3,18.7,0.0,,168.0,7.5,20.4,1012.3,
