tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1.1,0.0,2.0,0.0,,55.0,7.4,,1026.3,
0.6,-1.6,3.5,0.0,,57.0,22.7,,1032.7,
-0.5,-2.0,1.0,0.0,,42.0,14.6,,1036.2,
-0.4,-2.0,2.0,0.0,20.0,357.0,9.2,,1039.5,
-2.7,-7.8,1.6,0.0,61.0,,10.4,,1036.0,
0.9,0.1,2.1,0.5,41.0,,5.1,,1027.4,
1.7,0.0,3.0,7.9,20.0,348.0,6.4,,1033.1,
0.1,-3.0,2.0,2.3,,60.0,10.8,,1040.0,
0.0,-2.0,1.0,0.0,,29.0,12.0,,1041.3,
0.5,-1.0,2.0,0.0,30.0,359.0,5.7,,1039.4,
-0.2,-3.0,2.0,2.0,20.0,113.0,8.5,,1038.2,
-2.3,-6.0,1.0,0.0,20.0,2.0,3.6,,1036.9,
-0.5,-7.8,4.5,0.0,20.0,301.0,5.8,,1034.7,
3.7,-0.9,6.2,0.0,,305.0,12.3,,1027.6,
6.3,4.0,8.0,0.5,,317.0,16.1,,1024.9,
8.5,7.0,10.0,0.0,,306.0,19.7,,1025.5,
8.2,6.0,10.0,0.0,,274.0,14.1,,1027.5,
9.1,5.7,12.2,0.0,,253.0,13.1,,1023.2,
8.3,4.0,11.0,0.0,,252.0,24.5,,1012.5,
4.1,2.0,6.0,2.8,,308.0,16.0,,1024.3,
4.5,0.0,9.0,0.0,,,12.7,,1032.0,
8.8,6.0,12.0,0.0,,240.0,19.4,,1028.7,
8.8,8.0,10.7,0.0,,228.0,23.9,,1023.8,
13.4,11.0,17.0,0.8,,250.0,19.2,,1023.0,
11.6,10.0,15.0,0.0,,256.0,19.9,,1027.3,
9.3,7.0,12.0,0.0,,314.0,9.3,,1027.7,
8.3,4.0,13.0,0.0,,257.0,6.2,,1028.3,
9.2,7.0,11.0,0.0,,245.0,15.7,,1024.9,
11.5,10.0,14.0,0.0,,252.0,12.3,,1024.0,
11.3,10.0,13.0,0.0,,232.0,9.9,,1024.6,
11.2,8.0,15.0,0.0,,279.0,5.7,,1026.3,
6.8,5.0,8.0,0.0,,72.0,9.3,,1025.6,
9.5,6.3,15.0,0.0,,204.0,14.2,,1018.7,
6.0,3.2,9.1,9.4,,236.0,18.6,,1016.6,
5.9,3.5,9.4,0.0,,325.0,31.2,,1021.7,
4.5,1.1,8.3,0.0,,332.0,13.2,,1025.3,
7.7,6.0,11.0,0.3,,245.0,20.8,,1017.4,
7.9,4.0,11.0,3.8,,263.0,15.3,,1030.7,
9.7,7.0,11.0,0.0,,243.0,16.2,,1034.6,
11.7,9.0,15.0,0.0,,268.0,13.0,,1036.5,
9.2,2.4,17.1,0.0,,300.0,5.6,,1036.9,
8.2,6.0,12.0,0.0,,338.0,6.1,,1035.1,
6.9,5.3,8.7,0.3,,58.0,7.4,,1034.7,
7.0,5.0,11.0,0.0,,113.0,9.5,,1031.3,
6.9,-1.0,16.2,0.0,,229.0,7.3,,1024.5,
9.5,9.0,10.0,0.0,,237.0,17.4,,1018.8,
8.9,6.8,11.0,1.0,,208.0,12.3,,1012.8,
5.1,1.4,8.6,2.3,,306.0,9.6,,1017.5,
8.0,3.0,13.0,0.0,,261.0,11.9,,1032.1,
10.0,5.0,14.0,0.3,,273.0,10.0,,1034.7,
10.5,6.0,15.0,0.0,,54.0,8.8,,1034.0,
9.5,5.0,15.0,0.0,,79.0,12.8,,1029.3,
11.3,6.0,19.0,0.0,,70.0,6.0,,1026.6,
11.8,4.0,19.6,0.0,,78.0,8.1,,1028.6,
9.4,,15.8,0.0,,,,,,
10.5,2.3,18.9,0.0,,77.0,11.5,,1036.3,
10.6,5.0,17.0,0.0,,65.0,9.0,,1036.4,
11.8,2.6,21.4,0.0,,,5.0,,1032.8,
13.5,9.0,18.0,0.0,,,7.4,,1028.0,
12.3,8.0,18.0,0.0,,312.0,7.0,,1024.3,
9.2,7.0,11.0,0.0,,0.0,13.0,,1020.1,
7.8,3.0,13.0,0.0,,343.0,5.5,,1020.9,
10.3,6.0,15.0,0.0,,309.0,6.8,,1011.3,
10.1,7.0,13.0,0.0,,,7.6,,1003.3,
7.0,2.5,10.0,3.0,,70.0,9.6,,1006.8,
7.3,5.0,9.0,0.3,,53.0,14.6,,1018.8,
6.8,1.0,12.0,0.0,,326.0,9.1,,1016.2,
8.8,7.0,10.0,0.3,,356.0,10.2,,1012.5,
9.8,7.0,14.0,0.5,,250.0,11.3,,1012.3,
10.0,9.0,11.0,0.5,,223.0,21.6,,997.2,
9.8,7.0,12.0,5.3,,235.0,20.1,,989.9,
7.3,1.4,14.0,1.3,,261.0,7.7,,996.9,
8.4,6.0,12.0,0.0,,,7.1,,1002.9,
7.7,4.0,12.0,2.5,,354.0,6.8,,1005.1,
8.3,6.0,11.0,0.0,,33.0,11.7,,1008.0,
5.9,2.6,8.9,0.0,,13.0,19.9,,1019.9,
6.4,2.0,10.0,0.0,,322.0,9.3,,1024.8,
7.8,4.8,14.0,3.0,,215.0,22.0,,1002.1,
8.5,7.0,11.0,5.1,,184.0,18.7,,981.6,
8.1,7.0,10.0,4.1,,247.0,17.4,,984.0,
8.8,6.0,13.0,7.4,,244.0,14.2,,993.0,
7.7,2.9,12.0,0.3,,266.0,13.0,,997.0,
9.3,6.0,14.0,0.5,,239.0,18.4,,1002.4,
7.6,6.1,10.0,4.1,,141.0,16.5,,995.3,
9.0,7.0,12.0,2.0,,325.0,13.2,,997.1,
8.6,6.1,12.1,13.0,,156.0,21.8,,987.8,
11.3,9.0,14.0,5.1,,202.0,25.3,,993.2,
11.6,10.0,15.0,3.0,,232.0,15.1,,1009.7,
8.3,5.7,9.5,3.6,,39.0,20.7,,1015.2,
9.9,6.0,16.0,17.3,,80.0,19.6,,1004.9,
13.4,8.6,18.4,5.6,,120.0,22.9,,1011.9,
13.6,11.0,17.0,0.0,,64.0,13.1,,1015.9,
10.9,9.4,14.4,2.8,,6.0,14.4,,1019.8,
8.5,7.7,9.2,0.0,,30.0,13.0,,1012.3,
8.3,7.0,9.0,0.0,,23.0,8.9,,1007.0,
7.3,5.4,9.7,0.0,,45.0,18.5,,1009.8,
7.1,6.0,9.0,0.3,,58.0,9.8,,1014.0,
10.2,6.0,15.0,0.0,,,10.4,,,
13.6,11.0,17.0,2.3,,207.0,10.4,,1007.1,
13.6,11.0,16.0,0.0,,203.0,11.8,,1008.2,
16.2,15.0,18.0,6.1,,212.0,21.7,,1008.8,
13.5,10.0,16.0,4.3,,266.0,23.3,,1021.4,
10.5,7.0,14.0,0.0,,337.0,12.6,,1036.8,
12.0,7.0,17.0,0.0,,,12.9,,1030.7,
10.3,8.0,12.0,0.0,,230.0,18.3,,1016.6,
8.4,6.0,12.0,1.5,,286.0,16.9,,1015.6,
8.8,2.5,13.1,4.3,,285.0,10.1,,1025.2,
11.0,6.4,15.5,0.0,,147.0,11.3,,1017.4,
12.6,9.1,15.8,0.0,,104.0,15.9,,1004.5,
13.7,11.0,17.0,0.0,,292.0,12.0,,1009.4,
10.5,9.0,12.0,0.0,,13.0,13.3,,1011.0,
12.1,9.1,16.0,0.0,,1.0,18.3,,1009.6,
17.1,11.0,23.0,0.0,,350.0,13.9,,1014.5,
18.5,13.0,24.0,0.0,,346.0,8.5,,1022.4,
19.7,14.0,25.0,0.0,,32.0,7.8,,1025.8,
19.1,16.0,23.0,0.0,,69.0,17.6,,1023.4,
19.3,15.0,24.0,0.0,,75.0,19.9,,1020.4,
19.4,14.0,25.0,0.0,,86.0,13.6,,1018.4,
20.3,15.0,27.0,0.0,,,7.4,,1017.8,
18.3,14.0,21.0,0.0,,4.0,12.1,,1017.4,
18.8,13.0,24.0,0.0,,218.0,10.5,,1017.7,
16.1,13.0,19.4,4.3,,272.0,17.4,,1018.7,
16.7,12.9,20.3,0.0,,306.0,10.3,,1019.1,
13.7,12.0,17.0,1.0,,85.0,21.2,,1014.9,
11.4,11.0,12.0,8.1,,85.0,21.8,,1007.3,
11.0,8.0,14.0,10.4,,28.0,13.5,,1014.0,
10.7,5.6,14.7,6.1,,144.0,12.3,,1014.5,
15.4,13.0,18.0,3.8,,212.0,17.3,,1002.3,
14.3,12.3,17.3,9.4,,175.0,17.5,,997.9,
13.2,12.0,15.0,6.1,,227.0,34.7,,997.7,
13.8,10.5,17.8,0.0,,260.0,26.8,,1009.5,
14.2,11.0,17.0,0.0,,135.0,10.0,,1008.6,
12.7,11.0,14.0,29.0,,30.0,14.1,,1002.4,
11.5,10.4,13.2,7.1,,19.0,16.7,,1008.9,
13.3,8.0,18.0,0.0,,,5.6,,1016.3,
13.4,9.0,18.0,0.0,,110.0,18.2,,1016.1,
15.5,13.0,18.0,7.1,,197.0,20.2,,1007.8,
14.5,12.2,17.2,0.0,,216.0,27.5,,1008.1,
16.1,13.0,20.0,0.0,,221.0,18.8,,1016.1,
15.1,12.0,19.0,4.6,,251.0,10.7,,1016.9,
15.4,9.4,19.8,0.0,,238.0,7.5,,1019.2,
17.3,13.0,21.0,0.0,,98.0,12.4,,1016.6,
15.9,12.0,20.0,6.1,,157.0,17.9,,1005.9,
14.4,10.8,17.5,2.0,,235.0,27.5,,1010.0,
15.2,12.0,20.0,0.3,,233.0,22.0,,1019.2,
15.8,12.0,20.0,0.0,,240.0,21.6,,1012.2,
17.3,13.0,21.0,0.3,,293.0,11.7,,1017.4,
17.8,13.3,21.7,0.0,,214.0,10.8,,1019.8,
20.1,18.0,23.0,0.0,,235.0,13.2,,1017.5,
22.1,17.0,28.0,0.0,,178.0,15.9,,1005.3,
17.3,14.0,21.0,0.3,,211.0,23.0,,1004.6,
17.5,15.0,21.0,0.0,,213.0,22.3,,1007.7,
15.3,12.0,18.0,0.0,,232.0,21.0,,1013.9,
15.6,13.0,19.0,0.3,,190.0,15.7,,1015.2,
17.3,16.0,19.0,4.3,,191.0,11.8,,1013.5,
19.1,16.0,22.0,6.6,,176.0,12.0,,1009.4,
18.0,14.1,21.6,0.3,,230.0,7.5,,1009.3,
17.1,15.0,21.0,0.0,,204.0,9.5,,1007.3,
15.8,12.5,18.9,8.6,,150.0,14.9,,1007.1,
16.0,15.0,18.0,0.0,,22.0,9.5,,1005.6,
16.6,15.0,19.0,2.5,,237.0,13.8,,1010.9,
15.7,14.0,18.0,0.3,,230.0,14.1,,1010.7,
15.2,13.0,19.0,6.1,,267.0,16.6,,1010.8,
14.6,11.0,19.0,5.8,,229.0,15.1,,1012.0,
16.5,15.0,20.0,8.9,,229.0,17.1,,1001.9,
14.8,14.0,16.0,0.0,,290.0,12.6,,1004.6,
15.7,13.0,19.0,6.1,,266.0,14.9,,1015.2,
15.0,12.5,17.2,0.0,,239.0,19.3,,1019.6,
18.7,14.0,23.0,1.8,,250.0,18.9,,1022.1,
17.3,15.0,19.0,0.0,,231.0,20.2,,1013.4,
17.1,14.0,20.0,1.5,,268.0,18.3,,1010.5,
15.0,14.0,18.0,0.3,,332.0,7.0,,1016.3,
15.9,12.0,20.0,2.0,,13.0,6.0,,1023.7,
18.2,14.0,23.0,0.0,,207.0,10.8,,1026.6,
21.2,14.0,27.0,0.0,,211.0,10.8,,1022.9,
21.8,13.1,29.2,0.0,,188.0,4.4,,1018.1,
22.8,17.0,29.0,0.0,,341.0,7.3,,1016.6,
20.1,16.0,25.0,0.0,,89.0,12.9,,1018.1,
19.9,16.0,24.0,0.0,,349.0,4.7,,1012.8,
17.6,15.0,21.0,0.0,,309.0,12.1,,1010.7,
14.9,12.0,19.0,0.0,,234.0,15.0,,1011.6,
15.7,11.0,20.0,1.5,,240.0,18.2,,1015.1,
16.6,12.0,21.0,0.0,,203.0,11.5,,1014.5,
18.3,14.0,22.0,0.5,,179.0,12.0,,1009.3,
18.0,16.0,21.0,0.5,,221.0,18.0,,1010.1,
17.1,11.9,22.6,0.0,,209.0,16.4,,1012.2,
17.4,15.0,20.0,2.3,,192.0,14.0,,1009.8,
17.3,14.0,21.0,1.5,,184.0,8.1,,1007.1,
17.6,16.0,21.0,1.5,,249.0,14.7,,1009.0,
16.0,12.0,20.0,2.3,,242.0,16.7,,1019.4,
19.3,15.0,23.0,0.0,,280.0,9.0,,1022.6,
20.0,15.0,25.0,0.3,,341.0,5.9,,1025.6,
20.8,16.0,26.0,0.0,,,5.0,,1026.0,
18.6,15.0,22.0,0.0,,85.0,18.0,,1020.9,
20.4,16.0,26.0,0.0,,110.0,13.9,,1012.2,
18.9,16.0,23.0,0.0,,179.0,11.2,,1011.0,
20.5,18.0,24.0,2.8,,186.0,8.7,,1010.9,
19.5,17.0,23.0,0.0,,118.0,17.7,,1006.3,
19.1,17.0,21.0,0.8,,191.0,15.6,,1013.8,
22.3,18.0,28.0,0.0,,162.0,16.4,,1013.6,
25.6,21.0,30.0,0.0,,,11.3,,1013.7,
24.7,20.0,30.0,0.0,,,7.0,,1015.2,
21.5,19.0,25.0,0.0,,234.0,12.3,,1019.2,
17.7,14.4,21.6,0.0,,261.0,8.8,,1017.7,
17.0,12.4,22.1,0.3,,252.0,17.9,,1017.2,
17.6,14.0,21.0,0.0,,225.0,12.3,,1014.5,
17.2,15.0,20.0,0.0,,198.0,11.8,,1005.1,
16.7,14.9,20.6,12.7,,222.0,14.4,,1000.9,
17.6,15.0,21.0,4.1,,259.0,19.6,,1014.4,
17.8,13.0,21.0,0.0,,182.0,13.1,,1014.1,
18.5,16.0,22.0,2.0,,223.0,16.6,,1012.6,
16.3,14.0,20.0,0.0,,193.0,15.7,,1012.5,
15.0,12.0,17.0,3.8,,268.0,18.2,,1016.3,
13.6,9.0,18.0,0.0,,313.0,12.6,,1028.9,
16.8,14.0,21.0,0.0,,249.0,11.1,,1026.1,
16.5,13.0,19.0,0.0,,245.0,14.1,,1024.6,
19.7,16.0,24.0,0.0,,317.0,5.2,,1025.8,
19.2,15.0,24.0,0.0,,269.0,11.9,,1023.7,
15.7,12.0,20.0,0.0,,11.0,12.3,,1027.0,
16.0,10.0,21.0,0.0,,257.0,8.1,,1028.3,
18.9,13.0,26.0,0.0,,255.0,14.3,,1024.5,
19.8,13.0,28.0,0.0,,231.0,6.8,,1020.6,
19.1,12.0,28.0,0.0,,189.0,13.0,,1011.8,
18.4,17.0,21.0,0.0,,217.0,21.0,,1009.9,
16.1,14.0,18.0,0.0,,258.0,20.8,,1012.3,
13.9,10.0,19.0,0.0,,251.0,18.6,,1014.7,
13.9,9.0,18.0,2.0,,277.0,13.3,,1018.9,
16.8,14.0,20.0,0.0,,263.0,23.3,,1013.5,
14.3,7.4,21.1,0.0,,258.0,9.8,,1017.3,
15.9,14.0,18.0,0.0,,232.0,15.2,,1013.2,
16.5,15.0,19.0,0.0,,235.0,17.7,,1012.3,
14.5,12.0,17.0,0.0,,259.0,18.7,,1013.5,
12.9,9.0,16.0,0.0,,265.0,17.3,,1021.9,
13.9,11.0,18.0,0.0,,214.0,13.4,,1020.9,
13.5,11.0,16.0,0.0,,235.0,10.1,,1015.5,
11.4,7.0,15.0,0.8,,37.0,9.0,,1019.5,
11.0,9.0,13.0,0.0,,83.0,18.7,,1009.5,
13.3,12.0,16.0,21.8,,152.0,20.4,,989.4,
12.9,11.0,15.0,7.9,,213.0,18.0,,988.4,
12.6,11.0,15.0,0.5,,177.0,9.8,,991.8,
13.1,11.0,16.0,2.8,,317.0,10.7,,1006.5,
13.0,10.0,18.0,0.8,,223.0,16.2,,1012.8,
12.5,10.0,16.0,0.3,,253.0,15.1,,1017.9,
12.8,8.0,17.0,0.0,,233.0,15.9,,1018.8,
14.7,13.0,16.0,7.1,,215.0,15.4,,1011.9,
14.0,12.0,17.0,0.3,,207.0,17.1,,1009.8,
13.0,10.0,15.0,5.1,,223.0,18.8,,1005.5,
12.2,9.0,16.0,1.0,,226.0,16.1,,1007.9,
12.8,9.0,16.0,10.2,,258.0,16.7,,1006.9,
10.8,8.0,14.0,14.0,,6.0,6.8,,1012.7,
10.4,6.0,14.0,0.3,,322.0,5.9,,1021.4,
11.4,10.0,12.0,0.0,,84.0,10.3,,1015.3,
11.4,9.0,13.0,2.8,,61.0,9.4,,1016.1,
10.3,7.0,14.0,0.0,,101.0,8.5,,1015.2,
11.8,8.0,15.0,0.0,,91.0,12.4,,1004.2,
12.0,9.0,15.0,7.9,,248.0,22.3,,1005.3,
9.4,7.0,12.0,0.0,,249.0,11.5,,1004.9,
8.2,4.0,12.0,0.8,,310.0,11.2,,1002.7,
8.2,1.8,12.9,0.0,,228.0,10.6,,1002.6,
12.2,10.0,15.0,1.0,,209.0,22.7,,1000.5,
13.2,9.0,16.0,12.7,,175.0,18.2,,997.8,
14.0,13.0,16.0,0.8,,165.0,13.5,,1001.5,
12.4,12.0,14.0,0.3,,68.0,5.4,,1007.7,
11.3,9.1,13.9,8.1,,212.0,4.8,,1015.9,
11.3,10.0,12.0,0.0,,48.0,9.8,,1018.3,
13.4,12.0,14.0,0.8,,56.0,7.6,,1020.0,
12.9,12.0,14.0,0.0,,28.0,6.2,,1023.9,
13.9,13.0,16.0,0.3,,59.0,12.7,,1019.9,
12.3,10.0,13.0,0.0,,54.0,19.4,,1016.7,
8.1,4.0,10.0,0.5,,21.0,16.7,,,
4.7,2.0,7.0,,,328.0,19.8,,1016.3,
6.1,2.0,9.0,0.3,,228.0,13.8,,1015.5,
9.9,8.0,13.0,0.0,,233.0,11.9,,1008.6,
8.4,6.0,10.0,1.8,,263.0,9.9,,1004.6,
9.8,7.0,12.0,0.0,,174.0,17.0,,989.5,
7.9,5.0,12.0,9.7,,220.0,18.9,,979.5,
7.4,6.0,11.0,0.0,,226.0,16.5,,991.1,
7.0,5.0,9.0,0.0,,212.0,13.4,,996.4,
5.9,4.0,9.0,16.0,,8.0,14.5,,994.2,
6.5,5.0,9.0,0.3,,330.0,7.9,,1006.4,
6.5,2.0,10.0,0.0,,238.0,15.5,,1020.4,
8.5,6.0,10.0,0.3,,237.0,18.1,,1024.3,
10.2,8.0,12.0,0.3,,239.0,16.6,,1019.2,
9.7,9.0,12.0,0.0,,205.0,10.8,,1009.8,
9.2,6.0,11.0,4.1,,213.0,10.9,,997.7,
6.7,4.0,10.0,0.0,,221.0,10.4,,1011.6,
8.0,2.2,12.2,0.3,,185.0,8.7,,1020.8,
12.6,10.0,15.0,1.5,,199.0,11.5,,1026.1,
10.3,8.0,12.0,0.3,,118.0,8.1,,1026.4,
6.5,5.0,8.0,0.0,,51.0,4.5,,1022.7,
7.6,6.1,9.5,0.0,,149.0,7.6,,1014.7,
10.8,8.0,13.0,0.0,,271.0,9.6,,1007.7,
6.4,3.0,9.0,0.0,,243.0,5.4,,1014.7,
8.3,3.0,11.0,0.3,,153.0,13.8,,1010.9,
12.3,10.0,14.0,0.0,,168.0,18.2,,1008.2,
9.5,7.0,12.0,5.1,,176.0,17.8,,1007.6,
11.3,8.0,13.0,5.6,,182.0,24.8,,1010.7,
8.5,7.0,11.0,0.0,,206.0,10.3,,1011.6,
5.5,0.2,9.7,0.0,,71.0,13.0,,1010.1,
10.2,7.0,13.0,12.4,,208.0,28.0,,,
8.1,6.9,10.3,0.0,,242.0,9.1,,998.2,
7.5,6.0,8.0,7.4,,317.0,14.6,,1004.1,
5.6,3.1,6.7,1.8,,354.0,20.8,,1013.3,
3.5,2.0,6.0,0.0,,320.0,11.6,,1012.8,
2.0,0.0,5.0,0.0,,288.0,7.5,,1012.1,
2.2,-1.0,6.0,0.0,,254.0,12.9,,1014.7,
2.4,0.0,5.0,0.3,,255.0,10.8,,1016.5,
7.0,3.0,10.0,4.6,,232.0,17.2,,1007.4,
4.7,2.0,8.0,0.5,,244.0,19.4,,1003.5,
2.0,1.0,3.0,0.0,,316.0,13.7,,1008.3,
1.5,-2.0,5.0,1.3,,210.0,14.2,,1013.4,
4.4,2.0,6.4,0.0,,308.0,24.9,,1002.1,
4.2,2.2,6.4,1.0,,307.0,10.8,,1023.3,
6.7,4.0,9.0,0.0,,254.0,23.3,,1019.1,
4.0,2.0,6.0,0.0,,315.0,15.7,,1022.5,
-1.1,-4.0,1.6,0.0,,355.0,7.2,,1029.6,
-1.3,-4.0,1.0,0.3,,,3.8,,1020.6,
0.0,-2.0,1.0,0.0,,76.0,8.5,,1005.7,
6.5,1.2,10.3,0.5,,154.0,21.6,,985.4,
8.7,7.0,11.0,7.4,,202.0,16.7,,991.2,
7.6,6.0,10.0,0.0,,204.0,11.8,,999.5,
7.5,6.0,9.0,0.8,,225.0,15.0,,1001.6,
5.6,1.6,7.5,0.0,,296.0,9.2,,1014.5,
4.5,-0.8,7.6,0.0,,108.0,14.2,,1016.5,
8.0,6.0,10.0,20.3,,111.0,17.8,,1002.2,
7.9,7.0,10.0,0.0,,233.0,13.9,,1009.5,
9.9,5.7,13.2,15.0,,192.0,14.1,,1005.0,
11.9,10.0,13.0,3.0,,237.0,19.6,,1003.3,
9.8,7.0,12.0,6.1,,194.0,18.0,,998.8,
8.1,7.0,9.0,11.2,,214.0,17.9,,995.5,
8.0,5.0,10.0,2.0,,221.0,18.4,,1004.0,
7.5,7.0,8.0,3.0,,246.0,21.1,,1005.5,
9.5,6.0,12.0,,,204.0,15.8,,1016.4,
10.5,7.0,12.0,1.3,,197.0,27.2,,1003.7,
8.0,6.0,11.0,0.3,,224.0,25.2,,1009.7,
10.7,8.9,11.3,5.1,,216.0,29.5,,,
5.9,3.4,9.0,5.1,,267.0,16.6,,1007.7,
7.0,4.0,11.0,0.0,,229.0,15.6,,1023.1,
10.6,9.1,11.4,0.3,,266.0,15.1,,,
9.7,9.0,11.0,0.0,,253.0,18.1,,1037.2,
9.1,8.0,11.0,0.0,,245.0,14.3,,1035.1,
7.7,7.0,9.0,0.3,,211.0,9.6,,1032.2,
8.1,7.1,9.0,0.0,,213.0,12.4,,1026.7,
9.9,9.0,11.0,0.0,,215.0,13.1,,1024.0,
7.3,3.0,9.0,3.0,,357.0,6.9,,1021.3,
1.1,-2.3,2.7,0.3,,326.0,6.3,,1016.0,
2.8,1.0,4.0,0.3,,329.0,7.1,,1017.7,
3.2,1.0,4.0,0.0,,80.0,17.8,,1013.0,
2.5,1.0,4.0,1.5,,22.0,11.7,,1019.1,
1.4,0.0,4.0,0.0,,241.0,10.2,,1011.5,
1.5,0.0,2.0,4.8,,339.0,12.1,,1009.3,
-1.6,-3.0,0.0,0.0,,22.0,4.0,,1013.5,
-0.7,-5.8,2.4,0.0,,86.0,4.8,,1017.4,
-0.5,-1.9,1.7,0.3,41.0,120.0,20.8,,1004.0,
0.0,-0.6,0.7,0.0,20.0,64.0,18.2,,997.6,
-0.9,-1.6,-0.3,0.8,51.0,22.0,13.8,,995.2,
-0.3,-1.0,1.0,0.5,30.0,204.0,4.9,,994.5,
0.2,-4.0,3.0,2.8,20.0,73.0,13.7,,1001.6,
2.0,1.0,3.0,1.3,,67.0,15.5,,1007.8,
1.3,0.0,2.0,0.5,,56.0,8.5,,1016.6,
0.8,-1.0,3.0,0.0,,153.0,10.9,,1014.3,
5.0,2.3,7.8,5.1,,223.0,16.0,,1006.2,
8.3,6.0,10.0,9.9,,220.0,27.6,,997.5,
6.4,2.1,10.9,0.5,,229.0,20.7,,1005.1,
12.0,10.0,13.0,2.8,,221.0,25.5,,1002.9,
10.0,7.0,12.6,0.0,,253.0,30.7,,1006.8,
8.9,7.0,10.0,0.5,,231.0,29.0,,1012.2,
5.4,2.0,7.9,3.6,,275.0,11.3,,1002.4,
3.3,-0.6,5.2,3.6,,332.0,18.7,,1015.9,
5.2,1.0,9.0,0.0,,235.0,17.2,,1018.7,
9.0,7.0,10.0,0.0,,250.0,27.4,,1012.2,
4.7,3.0,7.0,3.0,,242.0,28.1,,1000.0,
4.4,1.9,5.6,0.8,,341.0,23.7,,1007.1,
3.2,2.0,5.0,0.3,,284.0,13.8,,1018.0,
2.9,0.0,5.0,0.3,,330.0,11.0,,1019.5,
2.8,1.0,4.0,0.3,,222.0,6.6,,1018.8,
3.1,1.0,5.0,0.0,,136.0,17.4,,999.4,
1.0,0.0,2.0,17.5,,38.0,13.6,,999.4,
1.3,0.7,1.9,5.3,,50.0,12.2,,1015.4,
1.4,0.0,3.0,0.3,,146.0,12.6,,1021.1,
7.5,4.0,10.0,0.5,,266.0,17.1,,1011.3,
6.5,3.0,9.0,1.5,,289.0,10.7,,1019.8,
7.2,4.0,10.0,0.0,,186.0,5.1,,1023.5,
3.6,-2.0,10.6,0.0,,95.0,10.4,,1021.7,
3.8,1.0,7.0,0.3,,102.0,11.4,,1020.4,
3.4,-1.0,11.0,0.3,,350.0,2.9,,1019.6,
2.9,2.0,4.0,0.0,,86.0,20.0,,1023.2,
1.3,0.5,2.0,0.5,,92.0,23.0,,1024.1,
0.9,0.0,1.0,0.0,,32.0,15.1,,1020.8,
0.7,0.0,2.0,0.0,,16.0,13.3,,1021.2,
1.5,1.0,2.0,0.0,,346.0,13.6,,1024.4,
3.1,1.0,4.0,0.0,,0.0,15.1,,1027.4,
3.8,3.0,5.0,0.5,,32.0,12.9,,1032.5,
3.4,2.0,6.0,0.3,,33.0,12.8,,1034.5,
4.2,1.0,9.1,0.0,,51.0,17.2,,1029.9,
4.5,3.0,6.0,0.3,,50.0,10.9,,1029.4,
3.2,1.0,5.0,0.3,,51.0,6.8,,1027.9,
3.3,-1.0,8.0,0.0,,59.0,8.9,,1023.6,
4.0,2.0,8.0,0.0,,98.0,15.2,,1013.8,
7.5,1.0,16.0,0.0,,107.0,5.8,,1004.5,
8.6,6.0,13.0,0.0,,74.0,9.3,,1000.7,
8.6,7.3,9.9,6.1,,79.0,10.3,,997.0,
8.0,7.0,9.0,5.6,,67.0,6.9,,997.6,
5.8,3.0,8.0,2.0,,9.0,9.3,,1002.6,
2.2,1.0,3.0,0.3,,33.0,15.0,,1006.3,
-0.5,-2.0,1.0,0.0,,42.0,24.7,,1007.8,
0.7,-2.0,4.0,0.0,,22.0,21.7,,1009.4,
2.7,1.0,5.0,0.0,,351.0,13.8,,1010.9,
2.9,-1.0,6.0,0.0,,310.0,8.3,,1015.6,
6.0,3.0,8.0,0.3,,211.0,21.4,,1007.2,
6.6,6.0,8.0,6.1,,178.0,23.6,,995.5,
5.1,3.0,7.0,8.9,,221.0,12.1,,990.2,
2.5,-2.2,7.5,6.6,,55.0,4.5,,991.1,
4.8,3.0,7.0,2.0,,82.0,7.2,,997.6,
3.7,2.0,6.0,0.0,,36.0,8.7,,1006.9,
3.7,1.0,6.0,0.3,,88.0,19.0,,1015.9,
3.6,3.0,5.0,0.0,,86.0,33.1,,1009.8,
1.4,1.0,3.0,9.1,,69.0,24.8,,1010.1,
0.5,0.0,2.0,0.0,,61.0,20.7,,1013.2,
1.3,1.0,2.0,0.3,,52.0,19.4,,1014.7,
1.0,0.0,2.0,0.0,,48.0,17.3,,1013.7,
1.1,-1.0,3.0,0.0,,55.0,11.7,,1011.9,
1.8,-1.0,4.0,0.0,,46.0,10.7,,1012.5,
2.0,-1.0,4.0,0.0,,60.0,12.9,,1011.0,
2.2,1.0,4.0,0.0,,52.0,11.1,,1011.6,
1.9,-2.3,,0.0,,,,,,
2.5,1.0,5.0,0.0,,65.0,20.0,,1011.7,
3.0,-1.0,6.0,0.0,,51.0,18.1,,1014.9,
2.2,0.0,4.0,0.0,,38.0,20.0,,1017.8,
1.8,1.0,3.0,0.0,,29.0,17.1,,1014.6,
4.1,1.3,8.0,0.5,,40.0,26.1,,1015.6,
4.6,-0.5,9.7,0.0,,39.0,13.4,,1023.5,
4.5,-1.0,10.0,0.0,,147.0,8.6,,1020.2,
5.3,3.0,9.0,0.0,,78.0,18.8,,1005.9,
5.8,3.0,8.0,3.0,,77.0,14.8,,997.6,
6.6,3.0,11.0,0.0,,94.0,10.2,,1003.5,
6.9,6.0,10.0,10.4,,114.0,12.5,,997.1,
