,date,tmax
3653,2010-01-01,3.2
3654,2010-01-02,5.4
3655,2010-01-03,3.2
3656,2010-01-04,1.9
3657,2010-01-05,3.2
3658,2010-01-06,1.9
3659,2010-01-07,1.3
3660,2010-01-08,1.5
3661,2010-01-09,1.4
3662,2010-01-10,2.7
3663,2010-01-11,3.1
3664,2010-01-12,3.2
3665,2010-01-13,3.1
3666,2010-01-14,5.1
3667,2010-01-15,7.4
3668,2010-01-16,8.8
3669,2010-01-17,9.5
3670,2010-01-18,8.8
3671,2010-01-19,8.8
3672,2010-01-20,6.1
3673,2010-01-21,7.0
3674,2010-01-22,9.3
3675,2010-01-23,8.6
3676,2010-01-24,6.6
3677,2010-01-25,5.2
3678,2010-01-26,2.0
3679,2010-01-27,7.1
3680,2010-01-28,7.4
3681,2010-01-29,5.9
3682,2010-01-30,4.1
3683,2010-01-31,4.2
3684,2010-02-01,4.7
3685,2010-02-02,8.0
3686,2010-02-03,9.0
3687,2010-02-04,9.0
3688,2010-02-05,11.0
3689,2010-02-06,6.6
3690,2010-02-07,5.2
3691,2010-02-08,3.0
3692,2010-02-09,5.1
3693,2010-02-10,2.0
3694,2010-02-11,3.0
3695,2010-02-12,4.4
3696,2010-02-13,3.0
3697,2010-02-14,4.0
3698,2010-02-15,3.8
3699,2010-02-16,5.6
3700,2010-02-17,7.0
3701,2010-02-18,6.0
3702,2010-02-19,6.4
3703,2010-02-20,6.0
3704,2010-02-21,7.0
3705,2010-02-22,4.4
3706,2010-02-23,4.1
3707,2010-02-24,10.0
3708,2010-02-25,9.5
3709,2010-02-26,9.0
3710,2010-02-27,10.0
3711,2010-02-28,6.9
3712,2010-03-01,9.0
3713,2010-03-02,9.0
3714,2010-03-03,5.0
3715,2010-03-04,6.0
3716,2010-03-05,8.0
3717,2010-03-06,5.0
3718,2010-03-07,4.8
3719,2010-03-08,6.0
3720,2010-03-09,7.7
3721,2010-03-10,5.0
3722,2010-03-11,5.9
3723,2010-03-12,8.0
3724,2010-03-13,8.7
3725,2010-03-14,11.0
3726,2010-03-15,12.7
3727,2010-03-16,12.0
3728,2010-03-17,15.0
3729,2010-03-18,16.0
3730,2010-03-19,11.9
3731,2010-03-20,13.0
3732,2010-03-21,13.0
3733,2010-03-22,12.3
3734,2010-03-23,11.0
3735,2010-03-24,17.2
3736,2010-03-25,14.8
3737,2010-03-26,13.0
3738,2010-03-27,13.0
3739,2010-03-28,13.3
3740,2010-03-29,12.0
3741,2010-03-30,12.3
3742,2010-03-31,6.8
3743,2010-04-01,9.0
3744,2010-04-02,10.0
3745,2010-04-03,12.0
3746,2010-04-04,11.0
3747,2010-04-05,12.0
3748,2010-04-06,15.0
3749,2010-04-07,12.0
3750,2010-04-08,15.0
3751,2010-04-09,18.0
3752,2010-04-10,15.0
3753,2010-04-11,12.0
3754,2010-04-12,13.5
3755,2010-04-13,14.0
3756,2010-04-14,11.9
3757,2010-04-15,13.0
3758,2010-04-16,13.8
3759,2010-04-17,15.0
3760,2010-04-18,18.0
3761,2010-04-19,13.0
3762,2010-04-20,13.0
3763,2010-04-21,12.0
3764,2010-04-22,12.0
3765,2010-04-23,15.0
3766,2010-04-24,20.0
3767,2010-04-25,18.0
3768,2010-04-26,17.0
3769,2010-04-27,19.0
3770,2010-04-28,21.0
3771,2010-04-29,19.0
3772,2010-04-30,15.0
3773,2010-05-01,16.1
3774,2010-05-02,10.0
3775,2010-05-03,10.9
3776,2010-05-04,11.9
3777,2010-05-05,14.0
3778,2010-05-06,14.0
3779,2010-05-07,12.0
3780,2010-05-08,9.0
3781,2010-05-09,11.0
3782,2010-05-10,11.0
3783,2010-05-11,9.0
3784,2010-05-12,11.0
3785,2010-05-13,12.0
3786,2010-05-14,14.2
3787,2010-05-15,17.4
3788,2010-05-16,15.0
3789,2010-05-17,16.0
3790,2010-05-18,17.0
3791,2010-05-19,20.0
3792,2010-05-20,22.0
3793,2010-05-21,22.0
3794,2010-05-22,21.0
3795,2010-05-23,27.3
3796,2010-05-24,28.0
3797,2010-05-25,19.3
3798,2010-05-26,15.0
3799,2010-05-27,16.0
3800,2010-05-28,19.0
3801,2010-05-29,15.0
3802,2010-05-30,18.0
3803,2010-05-31,16.0
3804,2010-06-01,13.0
3805,2010-06-02,21.5
3806,2010-06-03,22.7
3807,2010-06-04,24.0
3808,2010-06-05,26.0
3809,2010-06-06,22.3
3810,2010-06-07,20.0
3811,2010-06-08,19.0
3812,2010-06-09,20.0
3813,2010-06-10,18.0
3814,2010-06-11,20.0
3815,2010-06-12,18.0
3816,2010-06-13,20.0
3817,2010-06-14,20.6
3818,2010-06-15,17.0
3819,2010-06-16,19.7
3820,2010-06-17,22.2
3821,2010-06-18,17.0
3822,2010-06-19,14.0
3823,2010-06-20,17.0
3824,2010-06-21,22.0
3825,2010-06-22,26.0
3826,2010-06-23,27.0
3827,2010-06-24,25.0
3828,2010-06-25,25.0
3829,2010-06-26,24.0
3830,2010-06-27,30.0
3831,2010-06-28,27.6
3832,2010-06-29,26.0
3833,2010-06-30,25.0
3834,2010-07-01,25.0
3835,2010-07-02,27.0
3836,2010-07-03,25.0
3837,2010-07-04,23.0
3838,2010-07-05,23.0
3839,2010-07-06,22.0
3840,2010-07-07,22.5
3841,2010-07-08,26.0
3842,2010-07-09,31.0
3843,2010-07-10,29.0
3844,2010-07-11,26.0
3845,2010-07-12,22.0
3846,2010-07-13,21.0
3847,2010-07-14,20.7
3848,2010-07-15,20.0
3849,2010-07-16,20.0
3850,2010-07-17,21.0
3851,2010-07-18,24.0
3852,2010-07-19,28.0
3853,2010-07-20,27.0
3854,2010-07-21,24.0
3855,2010-07-22,21.8
3856,2010-07-23,20.0
3857,2010-07-24,24.9
3858,2010-07-25,25.0
3859,2010-07-26,22.0
3860,2010-07-27,25.0
3861,2010-07-28,25.2
3862,2010-07-29,20.9
3863,2010-07-30,22.0
3864,2010-07-31,23.9
3865,2010-08-01,22.0
3866,2010-08-02,21.0
3867,2010-08-03,22.0
3868,2010-08-04,20.0
3869,2010-08-05,20.3
3870,2010-08-06,20.0
3871,2010-08-07,22.0
3872,2010-08-08,22.0
3873,2010-08-09,23.0
3874,2010-08-10,19.0
3875,2010-08-11,21.0
3876,2010-08-12,19.0
3877,2010-08-13,17.3
3878,2010-08-14,17.8
3879,2010-08-15,21.0
3880,2010-08-16,23.0
3881,2010-08-17,20.0
3882,2010-08-18,21.0
3883,2010-08-19,21.0
3884,2010-08-20,20.8
3885,2010-08-21,22.0
3886,2010-08-22,22.0
3887,2010-08-23,20.1
3888,2010-08-24,21.0
3889,2010-08-25,17.8
3890,2010-08-26,18.8
3891,2010-08-27,17.0
3892,2010-08-28,19.0
3893,2010-08-29,19.0
3894,2010-08-30,18.0
3895,2010-08-31,19.0
3896,2010-09-01,20.0
3897,2010-09-02,21.3
3898,2010-09-03,20.0
3899,2010-09-04,19.0
3900,2010-09-05,19.0
3901,2010-09-06,19.0
3902,2010-09-07,18.7
3903,2010-09-08,18.0
3904,2010-09-09,20.0
3905,2010-09-10,21.4
3906,2010-09-11,21.6
3907,2010-09-12,20.0
3908,2010-09-13,18.0
3909,2010-09-14,19.4
3910,2010-09-15,18.0
3911,2010-09-16,17.0
3912,2010-09-17,15.0
3913,2010-09-18,16.0
3914,2010-09-19,17.4
3915,2010-09-20,21.0
3916,2010-09-21,21.0
3917,2010-09-22,23.0
3918,2010-09-23,18.0
3919,2010-09-24,13.8
3920,2010-09-25,13.6
3921,2010-09-26,13.0
3922,2010-09-27,15.3
3923,2010-09-28,16.9
3924,2010-09-29,17.0
3925,2010-09-30,16.0
3926,2010-10-01,15.8
3927,2010-10-02,16.0
3928,2010-10-03,18.0
3929,2010-10-04,16.4
3930,2010-10-05,17.0
3931,2010-10-06,18.0
3932,2010-10-07,17.0
3933,2010-10-08,19.0
3934,2010-10-09,16.0
3935,2010-10-10,19.0
3936,2010-10-11,18.0
3937,2010-10-12,15.0
3938,2010-10-13,12.0
3939,2010-10-14,11.0
3940,2010-10-15,13.0
3941,2010-10-16,13.0
3942,2010-10-17,13.0
3943,2010-10-18,14.0
3944,2010-10-19,12.6
3945,2010-10-20,8.6
3946,2010-10-21,11.4
3947,2010-10-22,13.0
3948,2010-10-23,13.0
3949,2010-10-24,10.0
3950,2010-10-25,12.1
3951,2010-10-26,13.5
3952,2010-10-27,17.0
3953,2010-10-28,15.0
3954,2010-10-29,14.5
3955,2010-10-30,14.5
3956,2010-10-31,12.0
3957,2010-11-01,13.4
3958,2010-11-02,15.0
3959,2010-11-03,16.3
3960,2010-11-04,18.0
3961,2010-11-05,17.0
3962,2010-11-06,11.0
3963,2010-11-07,9.0
3964,2010-11-08,8.0
3965,2010-11-09,9.0
3966,2010-11-10,7.5
3967,2010-11-11,15.0
3968,2010-11-12,11.5
3969,2010-11-13,11.0
3970,2010-11-14,7.8
3971,2010-11-15,7.0
3972,2010-11-16,9.0
3973,2010-11-17,7.3
3974,2010-11-18,10.0
3975,2010-11-19,11.5
3976,2010-11-20,8.0
3977,2010-11-21,7.4
3978,2010-11-22,7.1
3979,2010-11-23,7.0
3980,2010-11-24,5.0
3981,2010-11-25,4.0
3982,2010-11-26,3.0
3983,2010-11-27,2.0
3984,2010-11-28,2.0
3985,2010-11-29,1.2
3986,2010-11-30,1.0
3987,2010-12-01,0.0
3988,2010-12-02,-0.1
3989,2010-12-03,2.0
3990,2010-12-04,6.5
3991,2010-12-05,4.6
3992,2010-12-06,0.0
3993,2010-12-07,0.8
3994,2010-12-08,3.0
3995,2010-12-09,5.0
3996,2010-12-10,8.0
3997,2010-12-11,8.3
3998,2010-12-12,6.0
3999,2010-12-13,5.0
4000,2010-12-14,4.0
4001,2010-12-15,4.8
4002,2010-12-16,6.7
4003,2010-12-17,-0.7
4004,2010-12-18,0.0
4005,2010-12-19,0.1
4006,2010-12-20,0.9
4007,2010-12-21,1.3
4008,2010-12-22,1.2
4009,2010-12-23,3.0
4010,2010-12-24,2.0
4011,2010-12-25,0.0
4012,2010-12-26,3.0
4013,2010-12-27,4.0
4014,2010-12-28,6.0
4015,2010-12-29,7.0
4016,2010-12-30,6.0
4017,2010-12-31,7.0
4018,2011-01-01,6.7
4019,2011-01-02,4.0
4020,2011-01-03,4.0
4021,2011-01-04,5.0
4022,2011-01-05,8.0
4023,2011-01-06,7.0
4024,2011-01-07,11.0
4025,2011-01-08,9.9
4026,2011-01-09,7.0
4027,2011-01-10,8.0
4028,2011-01-11,7.6
4029,2011-01-12,13.0
4030,2011-01-13,13.5
4031,2011-01-14,12.2
4032,2011-01-15,11.0
4033,2011-01-16,13.0
4034,2011-01-17,10.0
4035,2011-01-18,7.0
4036,2011-01-19,7.0
4037,2011-01-20,6.0
4038,2011-01-21,4.1
4039,2011-01-22,7.0
4040,2011-01-23,8.0
4041,2011-01-24,7.0
4042,2011-01-25,8.1
4043,2011-01-26,6.7
4044,2011-01-27,3.0
4045,2011-01-28,2.0
4046,2011-01-29,2.0
4047,2011-01-30,5.0
4048,2011-01-31,5.0
4049,2011-02-01,7.0
4050,2011-02-02,10.4
4051,2011-02-03,10.2
4052,2011-02-04,13.0
4053,2011-02-05,13.0
4054,2011-02-06,12.0
4055,2011-02-07,12.0
4056,2011-02-08,10.0
4057,2011-02-09,10.0
4058,2011-02-10,10.7
4059,2011-02-11,12.0
4060,2011-02-12,11.0
4061,2011-02-13,9.0
4062,2011-02-14,10.0
4063,2011-02-15,7.0
4064,2011-02-16,10.0
4065,2011-02-17,8.0
4066,2011-02-18,7.0
4067,2011-02-19,6.0
4068,2011-02-20,6.0
4069,2011-02-21,7.0
4070,2011-02-22,7.2
4071,2011-02-23,10.9
4072,2011-02-24,14.0
4073,2011-02-25,14.0
4074,2011-02-26,11.0
4075,2011-02-27,9.0
4076,2011-02-28,4.7
4077,2011-03-01,5.0
4078,2011-03-02,6.3
4079,2011-03-03,4.0
4080,2011-03-04,7.0
4081,2011-03-05,7.3
4082,2011-03-06,6.0
4083,2011-03-07,8.0
4084,2011-03-08,12.0
4085,2011-03-09,10.2
4086,2011-03-10,13.0
4087,2011-03-11,11.0
4088,2011-03-12,13.0
4089,2011-03-13,11.0
4090,2011-03-14,12.0
4091,2011-03-15,13.3
4092,2011-03-16,9.4
4093,2011-03-17,10.4
4094,2011-03-18,8.0
4095,2011-03-19,10.0
4096,2011-03-20,13.0
4097,2011-03-21,15.0
4098,2011-03-22,15.3
4099,2011-03-23,16.8
4100,2011-03-24,15.0
4101,2011-03-25,18.4
4102,2011-03-26,12.0
4103,2011-03-27,15.1
4104,2011-03-28,13.0
4105,2011-03-29,15.0
4106,2011-03-30,11.6
4107,2011-03-31,18.0
4108,2011-04-01,16.0
4109,2011-04-02,19.0
4110,2011-04-03,15.0
4111,2011-04-04,14.2
4112,2011-04-05,13.0
4113,2011-04-06,22.0
4114,2011-04-07,20.0
4115,2011-04-08,21.0
4116,2011-04-09,16.0
4117,2011-04-10,18.0
4118,2011-04-11,20.0
4119,2011-04-12,13.4
4120,2011-04-13,12.5
4121,2011-04-14,13.4
4122,2011-04-15,16.2
4123,2011-04-16,18.0
4124,2011-04-17,19.0
4125,2011-04-18,18.0
4126,2011-04-19,24.0
4127,2011-04-20,24.0
4128,2011-04-21,25.0
4129,2011-04-22,25.5
4130,2011-04-23,26.0
4131,2011-04-24,22.0
4132,2011-04-25,20.0
4133,2011-04-26,16.0
4134,2011-04-27,16.0
4135,2011-04-28,15.7
4136,2011-04-29,19.0
4137,2011-04-30,18.0
4138,2011-05-01,16.0
4139,2011-05-02,14.0
4140,2011-05-03,15.0
4141,2011-05-04,15.0
4142,2011-05-05,19.0
4143,2011-05-06,24.0
4144,2011-05-07,22.1
4145,2011-05-08,19.0
4146,2011-05-09,20.0
4147,2011-05-10,20.6
4148,2011-05-11,18.0
4149,2011-05-12,18.0
4150,2011-05-13,18.0
4151,2011-05-14,16.0
4152,2011-05-15,15.0
4153,2011-05-16,20.0
4154,2011-05-17,18.0
4155,2011-05-18,19.0
4156,2011-05-19,19.0
4157,2011-05-20,17.8
4158,2011-05-21,20.4
4159,2011-05-22,17.7
4160,2011-05-23,19.0
4161,2011-05-24,19.0
4162,2011-05-25,20.0
4163,2011-05-26,15.4
4164,2011-05-27,15.0
4165,2011-05-28,16.0
4166,2011-05-29,19.0
4167,2011-05-30,19.3
4168,2011-05-31,
4169,2011-06-01,21.0
4170,2011-06-02,22.0
4171,2011-06-03,24.4
4172,2011-06-04,25.1
4173,2011-06-05,18.8
4174,2011-06-06,14.5
4175,2011-06-07,18.0
4176,2011-06-08,18.0
4177,2011-06-09,18.0
4178,2011-06-10,15.4
4179,2011-06-11,18.0
4180,2011-06-12,15.0
4181,2011-06-13,21.0
4182,2011-06-14,22.0
4183,2011-06-15,20.0
4184,2011-06-16,17.1
4185,2011-06-17,14.3
4186,2011-06-18,16.6
4187,2011-06-19,18.0
4188,2011-06-20,20.2
4189,2011-06-21,20.0
4190,2011-06-22,18.0
4191,2011-06-23,19.0
4192,2011-06-24,19.0
4193,2011-06-25,24.0
4194,2011-06-26,28.0
4195,2011-06-27,32.0
4196,2011-06-28,24.0
4197,2011-06-29,20.0
4198,2011-06-30,19.0
4199,2011-07-01,20.0
4200,2011-07-02,21.0
4201,2011-07-03,23.0
4202,2011-07-04,24.0
4203,2011-07-05,24.8
4204,2011-07-06,20.0
4205,2011-07-07,18.0
4206,2011-07-08,19.0
4207,2011-07-09,20.0
4208,2011-07-10,22.0
4209,2011-07-11,23.0
4210,2011-07-12,19.0
4211,2011-07-13,17.0
4212,2011-07-14,22.3
4213,2011-07-15,23.0
4214,2011-07-16,19.0
4215,2011-07-17,18.0
4216,2011-07-18,18.0
4217,2011-07-19,20.0
4218,2011-07-20,17.8
4219,2011-07-21,19.0
4220,2011-07-22,19.7
4221,2011-07-23,18.0
4222,2011-07-24,23.0
4223,2011-07-25,21.0
4224,2011-07-26,19.0
4225,2011-07-27,20.0
4226,2011-07-28,23.0
4227,2011-07-29,20.0
4228,2011-07-30,21.2
4229,2011-07-31,24.0
4230,2011-08-01,27.0
4231,2011-08-02,28.0
4232,2011-08-03,29.0
4233,2011-08-04,21.0
4234,2011-08-05,24.0
4235,2011-08-06,19.0
4236,2011-08-07,19.0
4237,2011-08-08,20.7
4238,2011-08-09,20.0
4239,2011-08-10,22.0
4240,2011-08-11,21.7
4241,2011-08-12,
4242,2011-08-13,22.0
4243,2011-08-14,22.0
4244,2011-08-15,22.0
4245,2011-08-16,21.0
4246,2011-08-17,20.0
4247,2011-08-18,18.0
4248,2011-08-19,22.0
4249,2011-08-20,21.0
4250,2011-08-21,23.0
4251,2011-08-22,22.0
4252,2011-08-23,17.0
4253,2011-08-24,21.0
4254,2011-08-25,20.0
4255,2011-08-26,16.7
4256,2011-08-27,17.0
4257,2011-08-28,18.0
4258,2011-08-29,17.0
4259,2011-08-30,17.0
4260,2011-08-31,18.0
4261,2011-09-01,19.0
4262,2011-09-02,26.0
4263,2011-09-03,23.2
4264,2011-09-04,20.0
4265,2011-09-05,20.0
4266,2011-09-06,19.0
4267,2011-09-07,16.4
4268,2011-09-08,20.0
4269,2011-09-09,22.0
4270,2011-09-10,24.0
4271,2011-09-11,20.0
4272,2011-09-12,20.5
4273,2011-09-13,19.0
4274,2011-09-14,19.0
4275,2011-09-15,19.9
4276,2011-09-16,22.0
4277,2011-09-17,18.0
4278,2011-09-18,17.0
4279,2011-09-19,18.0
4280,2011-09-20,19.0
4281,2011-09-21,18.0
4282,2011-09-22,18.0
4283,2011-09-23,19.0
4284,2011-09-24,20.0
4285,2011-09-25,21.0
4286,2011-09-26,22.0
4287,2011-09-27,23.0
4288,2011-09-28,25.0
4289,2011-09-29,28.4
4290,2011-09-30,28.0
4291,2011-10-01,28.0
4292,2011-10-02,28.0
4293,2011-10-03,26.0
4294,2011-10-04,19.0
4295,2011-10-05,18.9
4296,2011-10-06,18.0
4297,2011-10-07,16.0
4298,2011-10-08,16.0
4299,2011-10-09,20.3
4300,2011-10-10,20.0
4301,2011-10-11,19.0
4302,2011-10-12,19.0
4303,2011-10-13,17.0
4304,2011-10-14,16.0
4305,2011-10-15,18.0
4306,2011-10-16,16.9
4307,2011-10-17,17.0
4308,2011-10-18,15.0
4309,2011-10-19,13.0
4310,2011-10-20,12.0
4311,2011-10-21,15.0
4312,2011-10-22,14.0
4313,2011-10-23,19.0
4314,2011-10-24,17.0
4315,2011-10-25,17.0
4316,2011-10-26,13.0
4317,2011-10-27,13.4
4318,2011-10-28,15.0
4319,2011-10-29,16.5
4320,2011-10-30,17.0
4321,2011-10-31,16.1
4322,2011-11-01,15.4
4323,2011-11-02,15.0
4324,2011-11-03,18.0
4325,2011-11-04,16.2
4326,2011-11-05,14.2
4327,2011-11-06,11.9
4328,2011-11-07,13.0
4329,2011-11-08,11.0
4330,2011-11-09,15.0
4331,2011-11-10,14.0
4332,2011-11-11,11.9
4333,2011-11-12,16.1
4334,2011-11-13,14.0
4335,2011-11-14,10.0
4336,2011-11-15,11.8
4337,2011-11-16,8.9
4338,2011-11-17,14.2
4339,2011-11-18,15.0
4340,2011-11-19,13.0
4341,2011-11-20,6.6
4342,2011-11-21,11.0
4343,2011-11-22,13.0
4344,2011-11-23,11.0
4345,2011-11-24,13.0
4346,2011-11-25,13.0
4347,2011-11-26,13.0
4348,2011-11-27,14.0
4349,2011-11-28,13.0
4350,2011-11-29,14.0
4351,2011-11-30,12.0
4352,2011-12-01,13.0
4353,2011-12-02,8.0
4354,2011-12-03,12.0
4355,2011-12-04,9.0
4356,2011-12-05,7.0
4357,2011-12-06,7.0
4358,2011-12-07,9.0
4359,2011-12-08,13.1
4360,2011-12-09,8.1
4361,2011-12-10,6.0
4362,2011-12-11,9.0
4363,2011-12-12,10.0
4364,2011-12-13,13.0
4365,2011-12-14,7.0
4366,2011-12-15,8.2
4367,2011-12-16,4.3
4368,2011-12-17,6.0
4369,2011-12-18,5.0
4370,2011-12-19,7.0
4371,2011-12-20,8.0
4372,2011-12-21,12.0
4373,2011-12-22,13.0
4374,2011-12-23,11.3
4375,2011-12-24,9.0
4376,2011-12-25,12.0
4377,2011-12-26,13.0
4378,2011-12-27,10.4
4379,2011-12-28,11.0
4380,2011-12-29,10.0
4381,2011-12-30,10.0
4382,2011-12-31,13.0
4383,2012-01-01,12.5
4384,2012-01-02,8.0
4385,2012-01-03,12.1
4386,2012-01-04,10.0
4387,2012-01-05,12.0
4388,2012-01-06,9.0
4389,2012-01-07,11.0
4390,2012-01-08,10.0
4391,2012-01-09,12.2
4392,2012-01-10,11.0
4393,2012-01-11,11.0
4394,2012-01-12,13.0
4395,2012-01-13,6.0
4396,2012-01-14,7.4
4397,2012-01-15,6.0
4398,2012-01-16,6.0
4399,2012-01-17,5.3
4400,2012-01-18,12.0
4401,2012-01-19,11.7
4402,2012-01-20,10.0
4403,2012-01-21,12.2
4404,2012-01-22,12.0
4405,2012-01-23,8.0
4406,2012-01-24,10.0
4407,2012-01-25,10.0
4408,2012-01-26,9.5
4409,2012-01-27,9.0
4410,2012-01-28,6.8
4411,2012-01-29,4.0
4412,2012-01-30,4.0
4413,2012-01-31,2.0
4414,2012-02-01,3.5
4415,2012-02-02,1.0
4416,2012-02-03,2.0
4417,2012-02-04,1.6
4418,2012-02-05,2.1
4419,2012-02-06,3.0
4420,2012-02-07,2.0
4421,2012-02-08,1.0
4422,2012-02-09,2.0
4423,2012-02-10,2.0
4424,2012-02-11,1.0
4425,2012-02-12,4.5
4426,2012-02-13,6.2
4427,2012-02-14,8.0
4428,2012-02-15,10.0
4429,2012-02-16,10.0
4430,2012-02-17,12.2
4431,2012-02-18,11.0
4432,2012-02-19,6.0
4433,2012-02-20,9.0
4434,2012-02-21,12.0
4435,2012-02-22,10.7
4436,2012-02-23,17.0
4437,2012-02-24,15.0
4438,2012-02-25,12.0
4439,2012-02-26,13.0
4440,2012-02-27,11.0
4441,2012-02-28,14.0
4442,2012-02-29,13.0
4443,2012-03-01,15.0
4444,2012-03-02,8.0
4445,2012-03-03,15.0
4446,2012-03-04,9.1
4447,2012-03-05,9.4
4448,2012-03-06,8.3
4449,2012-03-07,11.0
4450,2012-03-08,11.0
4451,2012-03-09,11.0
4452,2012-03-10,15.0
4453,2012-03-11,17.1
4454,2012-03-12,12.0
4455,2012-03-13,8.7
4456,2012-03-14,11.0
4457,2012-03-15,16.2
4458,2012-03-16,10.0
4459,2012-03-17,11.0
4460,2012-03-18,8.6
4461,2012-03-19,13.0
4462,2012-03-20,14.0
4463,2012-03-21,15.0
4464,2012-03-22,15.0
4465,2012-03-23,19.0
4466,2012-03-24,19.6
4467,2012-03-25,15.8
4468,2012-03-26,18.9
4469,2012-03-27,17.0
4470,2012-03-28,21.4
4471,2012-03-29,18.0
4472,2012-03-30,18.0
4473,2012-03-31,11.0
4474,2012-04-01,13.0
4475,2012-04-02,15.0
4476,2012-04-03,13.0
4477,2012-04-04,10.0
4478,2012-04-05,9.0
4479,2012-04-06,12.0
4480,2012-04-07,10.0
4481,2012-04-08,14.0
4482,2012-04-09,11.0
4483,2012-04-10,12.0
4484,2012-04-11,14.0
4485,2012-04-12,12.0
4486,2012-04-13,12.0
4487,2012-04-14,11.0
4488,2012-04-15,8.9
4489,2012-04-16,10.0
4490,2012-04-17,14.0
4491,2012-04-18,11.0
4492,2012-04-19,10.0
4493,2012-04-20,13.0
4494,2012-04-21,12.0
4495,2012-04-22,14.0
4496,2012-04-23,10.0
4497,2012-04-24,12.0
4498,2012-04-25,12.1
4499,2012-04-26,14.0
4500,2012-04-27,15.0
4501,2012-04-28,9.5
4502,2012-04-29,16.0
4503,2012-04-30,18.4
4504,2012-05-01,17.0
4505,2012-05-02,14.4
4506,2012-05-03,9.2
4507,2012-05-04,9.0
4508,2012-05-05,9.7
4509,2012-05-06,9.0
4510,2012-05-07,15.0
4511,2012-05-08,17.0
4512,2012-05-09,16.0
4513,2012-05-10,18.0
4514,2012-05-11,16.0
4515,2012-05-12,14.0
4516,2012-05-13,17.0
4517,2012-05-14,12.0
4518,2012-05-15,12.0
4519,2012-05-16,13.1
4520,2012-05-17,15.5
4521,2012-05-18,15.8
4522,2012-05-19,17.0
4523,2012-05-20,12.0
4524,2012-05-21,16.0
4525,2012-05-22,23.0
4526,2012-05-23,24.0
4527,2012-05-24,25.0
4528,2012-05-25,23.0
4529,2012-05-26,24.0
4530,2012-05-27,25.0
4531,2012-05-28,27.0
4532,2012-05-29,21.0
4533,2012-05-30,24.0
4534,2012-05-31,19.4
4535,2012-06-01,20.3
4536,2012-06-02,17.0
4537,2012-06-03,12.0
4538,2012-06-04,14.0
4539,2012-06-05,14.7
4540,2012-06-06,18.0
4541,2012-06-07,17.3
4542,2012-06-08,15.0
4543,2012-06-09,17.8
4544,2012-06-10,17.0
4545,2012-06-11,14.0
4546,2012-06-12,13.2
4547,2012-06-13,18.0
4548,2012-06-14,18.0
4549,2012-06-15,18.0
4550,2012-06-16,17.2
4551,2012-06-17,20.0
4552,2012-06-18,19.0
4553,2012-06-19,19.8
4554,2012-06-20,21.0
4555,2012-06-21,20.0
4556,2012-06-22,17.5
4557,2012-06-23,20.0
4558,2012-06-24,20.0
4559,2012-06-25,21.0
4560,2012-06-26,21.7
4561,2012-06-27,23.0
4562,2012-06-28,28.0
4563,2012-06-29,21.0
4564,2012-06-30,21.0
4565,2012-07-01,18.0
4566,2012-07-02,19.0
4567,2012-07-03,19.0
4568,2012-07-04,22.0
4569,2012-07-05,21.6
4570,2012-07-06,21.0
4571,2012-07-07,18.9
4572,2012-07-08,18.0
4573,2012-07-09,19.0
4574,2012-07-10,18.0
4575,2012-07-11,19.0
4576,2012-07-12,19.0
4577,2012-07-13,20.0
4578,2012-07-14,16.0
4579,2012-07-15,19.0
4580,2012-07-16,17.2
4581,2012-07-17,23.0
4582,2012-07-18,19.0
4583,2012-07-19,20.0
4584,2012-07-20,18.0
4585,2012-07-21,20.0
4586,2012-07-22,23.0
4587,2012-07-23,27.0
4588,2012-07-24,29.2
4589,2012-07-25,29.0
4590,2012-07-26,25.0
4591,2012-07-27,24.0
4592,2012-07-28,21.0
4593,2012-07-29,19.0
4594,2012-07-30,20.0
4595,2012-07-31,21.0
4596,2012-08-01,22.0
4597,2012-08-02,21.0
4598,2012-08-03,22.6
4599,2012-08-04,20.0
4600,2012-08-05,21.0
4601,2012-08-06,21.0
4602,2012-08-07,20.0
4603,2012-08-08,23.0
4604,2012-08-09,25.0
4605,2012-08-10,26.0
4606,2012-08-11,22.0
4607,2012-08-12,26.0
4608,2012-08-13,23.0
4609,2012-08-14,24.0
4610,2012-08-15,23.0
4611,2012-08-16,21.0
4612,2012-08-17,28.0
4613,2012-08-18,30.0
4614,2012-08-19,30.0
4615,2012-08-20,25.0
4616,2012-08-21,21.6
4617,2012-08-22,22.1
4618,2012-08-23,21.0
4619,2012-08-24,20.0
4620,2012-08-25,20.6
4621,2012-08-26,21.0
4622,2012-08-27,21.0
4623,2012-08-28,22.0
4624,2012-08-29,20.0
4625,2012-08-30,17.0
4626,2012-08-31,18.0
4627,2012-09-01,21.0
4628,2012-09-02,19.0
4629,2012-09-03,24.0
4630,2012-09-04,24.0
4631,2012-09-05,20.0
4632,2012-09-06,21.0
4633,2012-09-07,26.0
4634,2012-09-08,28.0
4635,2012-09-09,28.0
4636,2012-09-10,21.0
4637,2012-09-11,18.0
4638,2012-09-12,19.0
4639,2012-09-13,18.0
4640,2012-09-14,20.0
4641,2012-09-15,21.1
4642,2012-09-16,18.0
4643,2012-09-17,19.0
4644,2012-09-18,17.0
4645,2012-09-19,16.0
4646,2012-09-20,18.0
4647,2012-09-21,16.0
4648,2012-09-22,15.0
4649,2012-09-23,13.0
4650,2012-09-24,16.0
4651,2012-09-25,15.0
